Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_YYYY-MM-DD,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_Contract_Market_Code_Quotes,CFTC_Market_Code_Quotes,CFTC_Commodity_Code_Quotes,CFTC_SubGroup_Code,FutOnly_or_Combined
EURO FX - CHICAGO MERCANTILE EXCHANGE,090127,2009-01-27,099741,CME,00,099,134554.000000,42999.000000,45425.000000,751.000000,12966.000000,30650.000000,1938.000000,20159.000000,19934.000000,1320.000000,18407.000000,2012.000000,81.000000,98621.000000,102111.000000,35933.000000,32443.000000,2840.000000,1433.000000,1959.000000,-396.000000,288.000000,5995.000000,1.000000,5412.000000,198.000000,247.000000,1656.000000,1605.000000,50.000000,8691.000000,9659.000000,-5851.000000,-6819.000000,100.000000,32.000000,33.800000,0.600000,9.600000,22.800000,1.400000,15.000000,14.800000,1.000000,13.700000,1.500000,0.100000,73.300000,75.900000,26.700000,24.100000,106,14,13,5,9,11,4,26,21,10,9,,,65,63,31.700000,39.100000,44.500000,51.800000,31.700000,37.900000,44.000000,50.600000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,090203,2009-02-03,099741,CME,00,099,145456.000000,49939.000000,45701.000000,828.000000,13206.000000,36686.000000,1948.000000,19149.000000,23849.000000,1138.000000,20793.000000,2457.000000,51.000000,107052.000000,112658.000000,38404.000000,32798.000000,10902.000000,6940.000000,276.000000,77.000000,240.000000,6036.000000,10.000000,-1010.000000,3915.000000,-182.000000,2386.000000,445.000000,-30.000000,8431.000000,10547.000000,2471.000000,355.000000,100.000000,34.300000,31.400000,0.600000,9.100000,25.200000,1.300000,13.200000,16.400000,0.800000,14.300000,1.700000,0.000000,73.600000,77.500000,26.400000,22.500000,110,16,14,5,9,11,4,27,22,8,9,,,68,62,35.400000,40.400000,46.400000,52.900000,35.400000,39.300000,46.000000,51.700000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,090210,2009-02-10,099741,CME,00,099,152419.000000,50512.000000,41423.000000,1155.000000,12839.000000,38824.000000,2014.000000,22785.000000,26947.000000,1161.000000,20832.000000,3210.000000,64.000000,111362.000000,114798.000000,41057.000000,37621.000000,6963.000000,573.000000,-4278.000000,327.000000,-367.000000,2138.000000,66.000000,3636.000000,3098.000000,23.000000,39.000000,753.000000,13.000000,4310.000000,2140.000000,2653.000000,4823.000000,100.000000,33.100000,27.200000,0.800000,8.400000,25.500000,1.300000,14.900000,17.700000,0.800000,13.700000,2.100000,0.000000,73.100000,75.300000,26.900000,24.700000,111,16,13,6,11,12,5,26,23,10,8,,,71,64,34.600000,42.000000,45.300000,52.500000,34.400000,40.900000,44.900000,51.400000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,090217,2009-02-17,099741,CME,00,099,157952.000000,64481.000000,41946.000000,1047.000000,12787.000000,39367.000000,2020.000000,15216.000000,33365.000000,622.000000,23109.000000,1274.000000,60.000000,119342.000000,119701.000000,38610.000000,38251.000000,5533.000000,13969.000000,523.000000,-108.000000,-52.000000,543.000000,6.000000,-7569.000000,6418.000000,-539.000000,2277.000000,-1936.000000,-4.000000,7980.000000,4903.000000,-2447.000000,630.000000,100.000000,40.800000,26.600000,0.700000,8.100000,24.900000,1.300000,9.600000,21.100000,0.400000,14.600000,0.800000,0.000000,75.600000,75.800000,24.400000,24.200000,115,18,14,5,11,12,5,23,27,7,8,,,66,68,41.400000,40.500000,51.500000,50.200000,41.300000,39.300000,51.100000,49.000000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,090224,2009-02-24,099741,CME,00,099,166903.000000,76527.000000,45069.000000,2102.000000,12709.000000,50159.000000,2499.000000,13614.000000,29583.000000,614.000000,20783.000000,1386.000000,33.000000,128881.000000,131445.000000,38022.000000,35458.000000,8951.000000,12046.000000,3123.000000,1055.000000,-78.000000,10792.000000,479.000000,-1602.000000,-3782.000000,-8.000000,-2326.000000,112.000000,-27.000000,9539.000000,11744.000000,-588.000000,-2793.000000,100.000000,45.900000,27.000000,1.300000,7.600000,30.100000,1.500000,8.200000,17.700000,0.400000,12.500000,0.800000,0.000000,77.200000,78.800000,22.800000,21.200000,111,16,17,7,11,11,6,20,26,6,8,,,65,66,44.300000,46.500000,53.900000,55.100000,44.200000,44.800000,53.700000,53.400000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,090303,2009-03-03,099741,CME,00,099,183858.000000,87670.000000,45560.000000,5147.000000,11388.000000,49296.000000,2379.000000,15189.000000,40939.000000,624.000000,23280.000000,1731.000000,68.000000,145745.000000,145744.000000,38113.000000,38114.000000,16955.000000,11143.000000,491.000000,3045.000000,-1321.000000,-863.000000,-120.000000,1575.000000,11356.000000,10.000000,2497.000000,345.000000,35.000000,16864.000000,14299.000000,91.000000,2656.000000,100.000000,47.700000,24.800000,2.800000,6.200000,26.800000,1.300000,8.300000,22.300000,0.300000,12.700000,0.900000,0.000000,79.300000,79.300000,20.700000,20.700000,119,18,17,10,9,11,5,22,32,9,8,,,67,78,47.300000,43.100000,55.500000,51.800000,47.200000,41.300000,55.300000,49.400000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,090310,2009-03-10,099741,CME,00,099,180278.000000,79898.000000,46192.000000,9895.000000,11419.000000,49276.000000,2356.000000,17583.000000,33078.000000,2132.000000,17301.000000,2562.000000,5.000000,140589.000000,145496.000000,39689.000000,34782.000000,-3580.000000,-7772.000000,632.000000,4748.000000,31.000000,-20.000000,-23.000000,2394.000000,-7861.000000,1508.000000,-5979.000000,831.000000,-63.000000,-5156.000000,-248.000000,1576.000000,-3332.000000,100.000000,44.300000,25.600000,5.500000,6.300000,27.300000,1.300000,9.800000,18.300000,1.200000,9.600000,1.400000,0.000000,78.000000,80.700000,22.000000,19.300000,109,15,15,9,11,12,6,25,22,7,6,,,66,66,42.800000,44.700000,53.300000,55.600000,42.500000,42.600000,50.200000,50.100000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,090317,2009-03-17,099741,CME,00,099,111077.000000,27323.000000,16682.000000,590.000000,11014.000000,25397.000000,2306.000000,20960.000000,27809.000000,411.000000,8656.000000,4913.000000,0.000000,71260.000000,78108.000000,39817.000000,32969.000000,-69201.000000,-52575.000000,-29510.000000,-9305.000000,-405.000000,-23879.000000,-50.000000,3377.000000,-5269.000000,-1721.000000,-8645.000000,2351.000000,-5.000000,-69329.000000,-67388.000000,128.000000,-1813.000000,100.000000,24.600000,15.000000,0.500000,9.900000,22.900000,2.100000,18.900000,25.000000,0.400000,7.800000,4.400000,0.000000,64.200000,70.300000,35.800000,29.700000,99,11,12,,8,12,5,27,17,4,7,5,0,60,51,22.300000,31.600000,34.200000,42.500000,22.300000,29.600000,34.200000,40.500000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,090324,2009-03-24,099741,CME,00,099,112887.000000,21983.000000,29787.000000,1005.000000,13177.000000,23590.000000,2834.000000,23099.000000,22456.000000,445.000000,8641.000000,2850.000000,0.000000,71184.000000,82967.000000,41703.000000,29920.000000,1810.000000,-5340.000000,13105.000000,415.000000,2163.000000,-1807.000000,528.000000,2139.000000,-5353.000000,34.000000,-15.000000,-2063.000000,0.000000,-76.000000,4859.000000,1886.000000,-3049.000000,100.000000,19.500000,26.400000,0.900000,11.700000,20.900000,2.500000,20.500000,19.900000,0.400000,7.700000,2.500000,0.000000,63.100000,73.500000,36.900000,26.500000,102,12,16,5,11,11,5,23,19,4,7,,0,60,56,24.500000,29.800000,36.000000,42.900000,24.300000,27.700000,35.800000,40.800000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,090331,2009-03-31,099741,CME,00,099,104404.000000,23655.000000,28388.000000,1208.000000,11793.000000,22830.000000,2673.000000,16447.000000,16361.000000,382.000000,7447.000000,3262.000000,0.000000,63605.000000,75104.000000,40799.000000,29300.000000,-8483.000000,1672.000000,-1399.000000,203.000000,-1384.000000,-760.000000,-161.000000,-6652.000000,-6095.000000,-63.000000,-1194.000000,412.000000,0.000000,-7579.000000,-7863.000000,-904.000000,-620.000000,100.000000,22.700000,27.200000,1.200000,11.300000,21.900000,2.600000,15.800000,15.700000,0.400000,7.100000,3.100000,0.000000,60.900000,71.900000,39.100000,28.100000,100,15,14,6,8,12,6,22,20,,6,,0,58,57,24.200000,27.700000,34.400000,41.500000,24.000000,25.200000,34.200000,39.100000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,090407,2009-04-07,099741,CME,00,099,113508.000000,25582.000000,42155.000000,1238.000000,13213.000000,21074.000000,2754.000000,21126.000000,16285.000000,378.000000,8294.000000,2987.000000,0.000000,72585.000000,86871.000000,40923.000000,26637.000000,9104.000000,1927.000000,13767.000000,30.000000,1420.000000,-1756.000000,81.000000,4679.000000,-76.000000,-4.000000,847.000000,-275.000000,0.000000,8980.000000,11767.000000,124.000000,-2663.000000,100.000000,22.500000,37.100000,1.100000,11.600000,18.600000,2.400000,18.600000,14.300000,0.300000,7.300000,2.600000,0.000000,63.900000,76.500000,36.100000,23.500000,97,17,12,5,9,11,5,20,20,4,6,,0,57,54,24.700000,35.500000,35.700000,46.700000,24.600000,33.100000,35.500000,44.400000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,090414,2009-04-14,099741,CME,00,099,108304.000000,28366.000000,38568.000000,1752.000000,13345.000000,20247.000000,2798.000000,17007.000000,16058.000000,416.000000,7851.000000,2987.000000,0.000000,71535.000000,82826.000000,36769.000000,25478.000000,-5204.000000,2784.000000,-3587.000000,514.000000,132.000000,-827.000000,44.000000,-4119.000000,-227.000000,38.000000,-443.000000,0.000000,0.000000,-1050.000000,-4045.000000,-4154.000000,-1159.000000,100.000000,26.200000,35.600000,1.600000,12.300000,18.700000,2.600000,15.700000,14.800000,0.400000,7.200000,2.800000,0.000000,66.100000,76.500000,33.900000,23.500000,99,15,13,6,9,11,5,23,19,4,6,,0,59,55,25.600000,33.200000,35.300000,44.800000,25.300000,30.700000,35.100000,42.300000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,090421,2009-04-21,099741,CME,00,099,106679.000000,32538.000000,26335.000000,1752.000000,12899.000000,19760.000000,2848.000000,12767.000000,19641.000000,1091.000000,8021.000000,3427.000000,0.000000,71916.000000,74854.000000,34763.000000,31825.000000,-1625.000000,4172.000000,-12233.000000,0.000000,-446.000000,-487.000000,50.000000,-4240.000000,3583.000000,675.000000,170.000000,440.000000,0.000000,381.000000,-7972.000000,-2006.000000,6347.000000,100.000000,30.500000,24.700000,1.600000,12.100000,18.500000,2.700000,12.000000,18.400000,1.000000,7.500000,3.200000,0.000000,67.400000,70.200000,32.600000,29.800000,100,15,13,8,8,11,5,21,23,5,6,,0,58,60,28.900000,25.700000,39.000000,36.100000,28.600000,23.100000,38.500000,33.500000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,090428,2009-04-28,099741,CME,00,099,108592.000000,36298.000000,24474.000000,1743.000000,13719.000000,19728.000000,3162.000000,10831.000000,21193.000000,704.000000,7515.000000,3347.000000,0.000000,73972.000000,74351.000000,34620.000000,34241.000000,1913.000000,3760.000000,-1861.000000,-9.000000,820.000000,-32.000000,314.000000,-1936.000000,1552.000000,-387.000000,-506.000000,-80.000000,0.000000,2056.000000,-503.000000,-143.000000,2416.000000,100.000000,33.400000,22.500000,1.600000,12.600000,18.200000,2.900000,10.000000,19.500000,0.600000,6.900000,3.100000,0.000000,68.100000,68.500000,31.900000,31.500000,98,16,12,8,9,13,5,19,20,4,6,,0,58,57,28.500000,23.000000,40.300000,33.400000,28.200000,20.100000,39.500000,30.600000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,090505,2009-05-05,099741,CME,00,099,110768.000000,31798.000000,33339.000000,2099.000000,14202.000000,18872.000000,3404.000000,12971.000000,17437.000000,879.000000,9569.000000,3747.000000,0.000000,74922.000000,79777.000000,35846.000000,30991.000000,2176.000000,-4500.000000,8865.000000,356.000000,483.000000,-856.000000,242.000000,2140.000000,-3756.000000,175.000000,2054.000000,400.000000,0.000000,950.000000,5426.000000,1226.000000,-3250.000000,100.000000,28.700000,30.100000,1.900000,12.800000,17.000000,3.100000,11.700000,15.700000,0.800000,8.600000,3.400000,0.000000,67.600000,72.000000,32.400000,28.000000,104,15,15,9,9,13,5,20,19,6,8,4,0,64,60,27.500000,24.900000,37.600000,36.500000,27.200000,22.800000,37.200000,33.600000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,090512,2009-05-12,099741,CME,00,099,124499.000000,30778.000000,45401.000000,2082.000000,14739.000000,19512.000000,3109.000000,18659.000000,16685.000000,1170.000000,11849.000000,3874.000000,0.000000,82386.000000,91833.000000,42113.000000,32666.000000,13731.000000,-1020.000000,12062.000000,-17.000000,537.000000,640.000000,-295.000000,5688.000000,-752.000000,291.000000,2280.000000,127.000000,0.000000,7464.000000,12056.000000,6267.000000,1675.000000,100.000000,24.700000,36.500000,1.700000,11.800000,15.700000,2.500000,15.000000,13.400000,0.900000,9.500000,3.100000,0.000000,66.200000,73.800000,33.800000,26.200000,102,15,14,10,10,12,5,21,18,7,8,4,0,65,59,23.600000,29.900000,35.100000,41.000000,23.400000,28.100000,34.500000,38.700000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,090519,2009-05-19,099741,CME,00,099,125472.000000,31708.000000,49749.000000,2374.000000,15389.000000,19631.000000,3074.000000,23142.000000,15935.000000,915.000000,8741.000000,3927.000000,0.000000,85343.000000,95605.000000,40129.000000,29867.000000,973.000000,930.000000,4348.000000,292.000000,650.000000,119.000000,-35.000000,4483.000000,-750.000000,-255.000000,-3108.000000,53.000000,0.000000,2957.000000,3772.000000,-1984.000000,-2799.000000,100.000000,25.300000,39.600000,1.900000,12.300000,15.600000,2.400000,18.400000,12.700000,0.700000,7.000000,3.100000,0.000000,68.000000,76.200000,32.000000,23.800000,108,15,16,9,11,13,5,23,18,8,8,4,0,68,62,23.900000,33.500000,35.600000,45.000000,23.600000,31.500000,35.100000,42.400000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,090526,2009-05-26,099741,CME,00,099,139357.000000,30469.000000,56405.000000,3801.000000,15590.000000,19393.000000,3107.000000,27952.000000,17528.000000,2296.000000,9380.000000,5648.000000,0.000000,92595.000000,108178.000000,46762.000000,31179.000000,13885.000000,-1239.000000,6656.000000,1427.000000,201.000000,-238.000000,33.000000,4810.000000,1593.000000,1381.000000,639.000000,1721.000000,0.000000,7252.000000,12573.000000,6633.000000,1312.000000,100.000000,21.900000,40.500000,2.700000,11.200000,13.900000,2.200000,20.100000,12.600000,1.600000,6.700000,4.100000,0.000000,66.400000,77.600000,33.600000,22.400000,115,15,18,9,12,12,5,29,16,7,8,5,0,73,63,21.400000,34.300000,32.600000,44.300000,20.600000,32.300000,31.800000,41.300000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,090602,2009-06-02,099741,CME,00,099,151004.000000,31363.000000,61426.000000,5549.000000,19648.000000,18270.000000,4940.000000,32713.000000,23762.000000,1924.000000,8394.000000,3871.000000,0.000000,104531.000000,119742.000000,46473.000000,31262.000000,11647.000000,894.000000,5021.000000,1748.000000,4058.000000,-1123.000000,1833.000000,4761.000000,6234.000000,-372.000000,-986.000000,-1777.000000,0.000000,11936.000000,11564.000000,-289.000000,83.000000,100.000000,20.800000,40.700000,3.700000,13.000000,12.100000,3.300000,21.700000,15.700000,1.300000,5.600000,2.600000,0.000000,69.200000,79.300000,30.800000,20.700000,124,15,18,9,12,12,4,36,18,10,7,6,0,78,69,21.100000,33.800000,32.700000,45.000000,19.300000,31.400000,29.800000,41.600000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,090609,2009-06-09,099741,CME,00,099,150683.000000,33452.000000,70886.000000,3854.000000,18365.000000,14871.000000,7221.000000,33231.000000,25014.000000,2019.000000,9816.000000,1689.000000,0.000000,107958.000000,125554.000000,42725.000000,25129.000000,-321.000000,2089.000000,9460.000000,-1695.000000,-1283.000000,-3399.000000,2281.000000,518.000000,1252.000000,95.000000,1422.000000,-2182.000000,0.000000,3427.000000,5812.000000,-3748.000000,-6133.000000,100.000000,22.200000,47.000000,2.600000,12.200000,9.900000,4.800000,22.100000,16.600000,1.300000,6.500000,1.100000,0.000000,71.600000,83.300000,28.400000,16.700000,115,13,15,6,12,12,5,28,25,13,7,,0,72,67,22.400000,39.300000,34.600000,51.100000,20.300000,38.300000,30.400000,48.300000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,090616,2009-06-16,099741,CME,00,099,106532.000000,13432.000000,37220.000000,524.000000,16190.000000,19790.000000,2311.000000,21079.000000,14566.000000,312.000000,10815.000000,1689.000000,0.000000,64663.000000,76412.000000,41869.000000,30120.000000,-44151.000000,-20020.000000,-33666.000000,-3330.000000,-2175.000000,4919.000000,-4910.000000,-12152.000000,-10448.000000,-1707.000000,999.000000,0.000000,0.000000,-43295.000000,-49142.000000,-856.000000,4991.000000,100.000000,12.600000,34.900000,0.500000,15.200000,18.600000,2.200000,19.800000,13.700000,0.300000,10.200000,1.600000,0.000000,60.700000,71.700000,39.300000,28.300000,102,9,13,,12,14,4,26,17,,8,,0,58,52,17.800000,29.500000,28.300000,43.500000,17.300000,28.000000,27.300000,41.900000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,090623,2009-06-23,099741,CME,00,099,118077.000000,17601.000000,40147.000000,493.000000,15973.000000,22687.000000,2162.000000,29167.000000,15897.000000,372.000000,9739.000000,3269.000000,0.000000,75507.000000,85027.000000,42570.000000,33050.000000,11545.000000,4169.000000,2927.000000,-31.000000,-217.000000,2897.000000,-149.000000,8088.000000,1331.000000,60.000000,-1076.000000,1580.000000,0.000000,10844.000000,8615.000000,701.000000,2930.000000,100.000000,14.900000,34.000000,0.400000,13.500000,19.200000,1.800000,24.700000,13.500000,0.300000,8.200000,2.800000,0.000000,63.900000,72.000000,36.100000,28.000000,115,10,15,,12,15,4,35,17,7,6,5,0,69,58,16.100000,28.300000,27.200000,41.500000,15.700000,27.000000,26.800000,40.200000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,090630,2009-06-30,099741,CME,00,099,114921.000000,15028.000000,37876.000000,2587.000000,17149.000000,21731.000000,2119.000000,25941.000000,16232.000000,360.000000,11105.000000,1523.000000,0.000000,74289.000000,82428.000000,40632.000000,32493.000000,-3156.000000,-2573.000000,-2271.000000,2094.000000,1176.000000,-956.000000,-43.000000,-3226.000000,335.000000,-12.000000,1366.000000,-1746.000000,0.000000,-1218.000000,-2599.000000,-1938.000000,-557.000000,100.000000,13.100000,33.000000,2.300000,14.900000,18.900000,1.800000,22.600000,14.100000,0.300000,9.700000,1.300000,0.000000,64.600000,71.700000,35.400000,28.300000,110,10,14,,13,14,4,26,20,5,10,,0,64,58,18.900000,27.200000,29.200000,41.200000,18.500000,25.900000,27.800000,39.900000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,090707,2009-07-07,099741,CME,00,099,124035.000000,14783.000000,36650.000000,2803.000000,17062.000000,21143.000000,2072.000000,27838.000000,26034.000000,403.000000,10656.000000,2147.000000,0.000000,75617.000000,91252.000000,48418.000000,32783.000000,9114.000000,-245.000000,-1226.000000,216.000000,-87.000000,-588.000000,-47.000000,1897.000000,9802.000000,43.000000,-449.000000,624.000000,0.000000,1328.000000,8824.000000,7786.000000,290.000000,100.000000,11.900000,29.500000,2.300000,13.800000,17.000000,1.700000,22.400000,21.000000,0.300000,8.600000,1.700000,0.000000,61.000000,73.600000,39.000000,26.400000,112,10,15,,13,14,4,24,25,8,7,4,0,59,67,18.000000,26.900000,27.200000,41.300000,17.700000,25.900000,25.800000,40.100000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,090714,2009-07-14,099741,CME,00,099,116686.000000,8936.000000,38898.000000,3874.000000,16236.000000,20135.000000,2308.000000,27218.000000,18151.000000,503.000000,10712.000000,1717.000000,0.000000,69787.000000,85586.000000,46899.000000,31100.000000,-7349.000000,-5847.000000,2248.000000,1071.000000,-826.000000,-1008.000000,236.000000,-620.000000,-7883.000000,100.000000,56.000000,-430.000000,0.000000,-5830.000000,-5666.000000,-1519.000000,-1683.000000,100.000000,7.700000,33.300000,3.300000,13.900000,17.300000,2.000000,23.300000,15.600000,0.400000,9.200000,1.500000,0.000000,59.800000,73.300000,40.200000,26.700000,115,10,18,4,14,13,5,23,26,7,8,,0,63,68,15.300000,24.800000,24.700000,38.900000,14.700000,24.300000,23.300000,37.600000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,090721,2009-07-21,099741,CME,00,099,143414.000000,8821.000000,66300.000000,3445.000000,18103.000000,19030.000000,1976.000000,49036.000000,18667.000000,533.000000,9606.000000,1777.000000,3.000000,91523.000000,111731.000000,51891.000000,31683.000000,26728.000000,-115.000000,27402.000000,-429.000000,1867.000000,-1105.000000,-332.000000,21818.000000,516.000000,30.000000,-1106.000000,60.000000,3.000000,21736.000000,26145.000000,4992.000000,583.000000,100.000000,6.200000,46.200000,2.400000,12.600000,13.300000,1.400000,34.200000,13.000000,0.400000,6.700000,1.200000,0.000000,63.800000,77.900000,36.200000,22.100000,123,9,19,,14,13,4,31,27,8,7,,,67,71,20.500000,34.000000,29.600000,46.700000,20.500000,34.000000,28.600000,45.900000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,090728,2009-07-28,099741,CME,00,099,136354.000000,8032.000000,53745.000000,3333.000000,17131.000000,19282.000000,2115.000000,41816.000000,20722.000000,443.000000,10159.000000,1752.000000,3.000000,83032.000000,101395.000000,53322.000000,34959.000000,-7060.000000,-789.000000,-12555.000000,-112.000000,-972.000000,252.000000,139.000000,-7220.000000,2055.000000,-90.000000,553.000000,-25.000000,0.000000,-8491.000000,-10336.000000,1431.000000,3276.000000,100.000000,5.900000,39.400000,2.400000,12.600000,14.100000,1.600000,30.700000,15.200000,0.300000,7.500000,1.300000,0.000000,60.900000,74.400000,39.100000,25.600000,118,8,17,,14,14,4,27,27,8,8,,,63,70,21.800000,26.500000,30.300000,40.000000,21.500000,26.500000,29.100000,38.900000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,090804,2009-08-04,099741,CME,00,099,138237.000000,8036.000000,62227.000000,3108.000000,17033.000000,17902.000000,2275.000000,46369.000000,18954.000000,883.000000,7666.000000,2385.000000,3.000000,85373.000000,107737.000000,52864.000000,30500.000000,1883.000000,4.000000,8482.000000,-225.000000,-98.000000,-1380.000000,160.000000,4553.000000,-1768.000000,440.000000,-2493.000000,633.000000,0.000000,2341.000000,6342.000000,-458.000000,-4459.000000,100.000000,5.800000,45.000000,2.200000,12.300000,13.000000,1.600000,33.500000,13.700000,0.600000,5.500000,1.700000,0.000000,61.800000,77.900000,38.200000,22.100000,123,10,17,4,14,13,5,33,26,10,6,4,,71,72,21.300000,30.900000,29.900000,44.800000,21.300000,30.900000,28.800000,42.900000,(CONTRACTS OF EUR 125000),099741,CME,099,F10,FutOnly
